2020-10-22 04:59:08.645 89328 INFO tripleoclient.v1.undercloud_preflight.UndercloudSetup [  ] Checking Hostname...
2020-10-22 04:59:16.253 89328 WARNING tripleoclient.v1.undercloud.InstallUndercloud [  ] Running: sudo --preserve-env openstack tripleo deploy --standalone --standalone-role Undercloud --stack undercloud --local-domain=overcloud.example.com --local-ip=172.25.249.200/24 --templates=/usr/share/openstack-tripleo-heat-templates/ --networks-file=network_data_undercloud.yaml --heat-native -e /usr/share/openstack-tripleo-heat-templates/environments/undercloud.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/use-dns-for-vips.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/podman.yaml -e /home/stack/containers-prepare-parameter.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/masquerade-networks.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/ironic.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/ironic-inspector.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/mistral.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/zaqar-swift-backend.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/disable-telemetry.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/tempest.yaml --public-virtual-ip 172.25.249.201 --control-virtual-ip 172.25.249.202 -e /usr/share/openstack-tripleo-heat-templates/environments/ssl/tls-endpoints-public-ip.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/undercloud-haproxy.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/services/undercloud-keepalived.yaml --deployment-user stack --output-dir=/home/stack --cleanup -e /home/stack/tripleo-config-generated-env-files/undercloud_parameters.yaml --hieradata-override=/home/stack/hieradata.yaml -e /usr/share/openstack-tripleo-heat-templates/environments/tripleo-validations.yaml -e /home/stack/custom-undercloud-params.yaml --log-file=install-undercloud.log -e /usr/share/openstack-tripleo-heat-templates/undercloud-stack-vstate-dropin.yaml
2020-10-22 04:59:17.634 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] The heat stack undercloud action is CREATE
2020-10-22 04:59:21.662 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] ** Handling template files **
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-bond.j2.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-bond.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-bridge.j2.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-bridge.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-linux-bridge.j2.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-linux-bridge.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-noop.j2.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-noop.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-standalone.j2.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-standalone.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-static-bridge-with-external-dhcp.j2.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-static-bridge-with-external-dhcp.yaml
2020-10-22 04:59:22.146 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-static-bridge.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-static-bridge.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-static.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-static.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-config-undercloud.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./net-config-undercloud.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template overcloud-resource-registry-puppet.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./overcloud-resource-registry-puppet.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template overcloud.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./overcloud.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template deploy-steps-tasks-step-0.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./common/deploy-steps-tasks-step-0.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template post.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./common/post.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./common/services/undercloud-role.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template apache-baremetal-puppet.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./deployment/apache/apache-baremetal-puppet.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template container-image-prepare-baremetal-ansible.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./deployment/container-image-prepare/container-image-prepare-baremetal-ansible.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template haproxy-internal-tls-certmonger.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./deployment/haproxy/haproxy-internal-tls-certmonger.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template octavia-deployment-config.j2.yaml
2020-10-22 04:59:22.147 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./deployment/octavia/octavia-deployment-config.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template host-config-and-reboot.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/host-config-and-reboot.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template deployed-server-environment.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/deployed-server-environment.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-noop.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-noop.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-2-linux-bonds-with-vlans.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-2-linux-bonds-with-vlans.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-bond-with-vlans-no-external.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-bond-with-vlans-no-external.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-bond-with-vlans.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-bond-with-vlans.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-dpdkbond-with-vlans.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-dpdkbond-with-vlans.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-multiple-nics-vlans.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-multiple-nics-vlans.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-multiple-nics.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-multiple-nics.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-single-nic-linux-bridge-with-vlans.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-single-nic-linux-bridge-with-vlans.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-single-nic-with-vlans-no-external.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-single-nic-with-vlans-no-external.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net-single-nic-with-vlans.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/net-single-nic-with-vlans.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-environment-v6-all.j2.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-environment-v6-all.yaml
2020-10-22 04:59:22.148 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-environment-v6.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-environment-v6.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-environment.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-environment.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template split-stack-consistent-hostname-format.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/split-stack-consistent-hostname-format.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-isolation-no-tunneling.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-isolation-no-tunneling.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-isolation-v6-all.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-isolation-v6-all.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-isolation-v6.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-isolation-v6.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template network-isolation.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/network-isolation.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template networks-disable.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/networks-disable.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template overcloud-baremetal.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/overcloud-baremetal.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template enable-internal-tls.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./environments/ssl/enable-internal-tls.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template swap-partition.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./extraconfig/all_nodes/swap-partition.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template swap.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./extraconfig/all_nodes/swap.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.149 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.150 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./extraconfig/nova_metadata/krb-service-principals/undercloud-role.yaml
2020-10-22 04:59:22.150 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering network template network.network.j2.yaml
2020-10-22 04:59:22.150 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering networks External
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/external.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering network template network_v6.network.j2.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering networks External
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/external_v6.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template networks.j2.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/networks.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template service_net_map.j2.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/service_net_map.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/2-linux-bonds-vlans/undercloud.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template controller-no-external.j2.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/bond-with-vlans/controller-no-external.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/bond-with-vlans/undercloud.yaml
2020-10-22 04:59:22.519 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template compute-dvr.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/multiple-nics/compute-dvr.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/multiple-nics/undercloud.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template compute-dvr.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/multiple-nics-vlans/compute-dvr.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/multiple-nics-vlans/undercloud.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/single-nic-linux-bridge-vlans/undercloud.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template controller-no-external.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/single-nic-vlans/controller-no-external.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering role template role.role.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering roles Undercloud
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/config/single-nic-vlans/undercloud.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering network template external_resource_port.network.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering networks External
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/ports/external_resource_external.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering network template external_resource_port_v6.network.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering networks External
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/ports/external_resource_external_v6.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net_ip_list_map.j2.yaml
2020-10-22 04:59:22.520 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/ports/net_ip_list_map.yaml
2020-10-22 04:59:22.521 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net_ip_map.j2.yaml
2020-10-22 04:59:22.521 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/ports/net_ip_map.yaml
2020-10-22 04:59:22.521 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net_vip_map_external.j2.yaml
2020-10-22 04:59:22.521 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] rendering j2 template to file: /home/stack/tripleo-heat-installer-templates/./network/ports/net_vip_map_external.yaml
2020-10-22 04:59:22.521 89618 WARNING tripleoclient.v1.tripleo_deploy.Deploy [  ] jinja2 rendering normal template net_vip_map_external_v6.j2.yaml
